,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
305,SARS,GMNN,CCSAP,PINK1,Ii,S100A6,TSHZ2,PIGK,PRPH2,MGAT3,DRG1,FSD1,PALB2,APLNR,LHX4-AS1,FGL2,DGCR2,SLC25A1,RPL4,COX20,TTC32,DYNC1LI1,FNDC3A
306,BLZF1,TTC39A,EHD2,MAPK6,FAIM2,RPL8,CKAP2,SSX2IP,HEP21,STRN,PARP4,ABHD6,OLFM3,WDR6,RSPRY1,ATP13A1,KCNQ3,BUB3,TBRG4,FAM168A,UBE2QL1,DSN1,LYAR
307,AMN1,ALKBH5,TMEM259,GNG13,NUP153,LZTFL1,PDIA3,GNG5,CDC7,C5orf24,EIF3F,PATJ,WDR60,TBXT,DEK,ETNPPL,ARHGAP25,GLRX5,PFDN1,GABRA3,EEF2KMT,HEBP1,TYSND1
308,HOXC12,ERH,SLC16A8,HMGB1,LTBP2,ACSBG2,HAPLN1,P4HB,TRIO,MCPH1,HOXC9,BRT-1,TEDC1,HELZ,PPID,MYO5C,HAPLN2,DARS2,NDUFS8,GNAQ,SPCS1,FAM173A,AGAP3
309,NHP2,GSR,DUSP10,S100Z,HIST1H111R,PTH1R,SNRNP25,GNB1,Pou5f3,WNT4,SELENBP1,ZPLD1,GSKIP,SMPDL3A,FOXO3,RBFOX1,TM6SF1,MKP3,NDUFA9,RFT1,PES1,LIG3,ALDH1L2
310,MIF,C7orf50,DRC3,FAM126A,EGFL7,GSTO1,SMARCA2,TOMM6,IVD,TXLNG,DDX51,SHLD2,PLA2G4F,METTL2A,TMEM258,BIN2,EGFL6,C12orf66,ARL2BP,NLN,TNRC6A,ZYG11B,MRPS18C
311,MAML2,BLMH,GTDC1,C12orf43,RBM34,CCDC12,MRPS18C,SVBP,KCTD3,SLC35E3,YPEL1,SIRT3,SHLD3,MARK1,MRPL37,FGF9,OLFM4,ROCK1,SNRPB2,SLC38A7,SMO,HAUS1,ZRSR2
312,EXOG,INCENP,ASB13,P2RY4,SMTN,MAP1B,SFMBT2,GAPVD1,FAM20A,FGB,BMP5,CASTOR2,EXOSC8,EXTL3,PIGQ,POF1B,STIP1,AZIN1,MRPL14,SCAMP1,CHN1,CCNG1,KDR
313,MYOZ2,SMIM4,TNC,CYP17A1,ARL4C,ACADL,ZYX,TXNDC9,APOBEC2,STK26,SLC35C1,CEP57L1,CHPF2,PAF1,KIAA1191,GPR133,RTN4IP1,ZNHIT3,SS18,TMC7,POMK,PPM1E,KCNK5
314,GPR37,CRIP1,KIAA0895L,TMEM233,CARD9,TOP2B,ATP5MF,RPS16,ZBTB37,C1H21ORF33,DUSP23,WNT8A,FHF-4,ARPP21,PIK3CD,CPA2,BRAP,EPN2,SF3A3,ATP6V1E1,AKR1A1,DTYMK,VPS53
315,TPM4,C2CD5,PLEKHJ1,MAPRE2,UBP1,SMARCE1,USP22,UBE2G1,GPR37,STAG2,PRKAR1B,GALNT9,RF01225,RFNG,NUDCD2,CASKIN2,MED17,IL13,DDX49,DCAF5,GYS1,UBA3,NARF
316,SMPX,ARVCF,PTRHD1,C13H5orf15,BARX2,SF3B5,GALM,PRELID3B,UIMC1,HEATR5B,SEPSECS,EDMTF4,RFLNB,DMRT3,RACK1,ASTN2,IL9,DDX5,PSME3,SHLD3,FIBIN,ZNF318,TRAPPC11
317,SOCS6,ACAD9,EXOC7,MPP7,CHCHD10,RBBP7,FYN,CRIPT,CERS3,CFL2,RNF146,CHRNA6,IL19,OvoDA3,PSMD4,IFI30,ANO8,CAVIN4,LDHB,LRRC6,DIAPH3,MTA1,DCAF5
318,NR3C2,NUP88,LBX2,KIF4A,ND4L,ACTR2,GSTO1,DGKZ,ZIC2,PANX2,KHDRBS3,CACNA1B,PMCH,PPID,DIPK2B,CMTR2,GGA3,NADSYN1,SSBP1,L3HYPDH,PSEN1,TRUB1,TMEM263
319,U2AF2,CHURC1,SMC3,NUDT19,LGALSL,NDC80,DYNC1H1,CYB5A,GIPC2,PRKCD,ZNF410,SAMD10,PPP1R3D,CAPN14,PARS2,SNX13,MYT1L,TOM1L2,C1D,PLK3,RALBP1,PAX2,LMF2
320,BRD8,PTBP1,SMC6,KIAA0355,FAHD1,GYG1,FARSA,GCAT,KCNN3,LASP1,APP,PDK2,ART1,KCNG3,SEM1,FXYD6,FOXN1,ME3,NDFIP1,DNAJC10,CASP7,FKBP14,APMAP
321,MSRB3,SLC7A6OS,PIEZO2,FAF1,FIBIN,CENPH,RAP1GDS1,SRSF1,GFRA3,DDX49,CD247,FANCB,FBXO48,MYRF,NDUFA12,ISLR,VDHAP,MBNL2,TOMM22,ADA,LSS,RPRD1B,BRD3
322,TMEM61,HIKESHI,CAPN15,YBX3,SLC38A9,MZT1,ZC3HC1,SEMA3A,HNF4G,HDLBP,NDUFAF1,gga-mir-6585,Pou5f3,SAPCD2,PNPT1,BORCS6,MFSD8,GRHPR,UTP11,STBD1,SPOPL,GRAMD2A,ZFAND2B
323,SNTB2,FABP3,SKAP2,PEX1,LSAMP,CENPF,PTP4A1,WDR1,LYZ,ITPRID1,TCF12,P2RX4,STAB1,LZTS3,ST3GAL6,PLEKHA5,ZNF467,PSMB3,C1H11ORF54,EPHX2,NFKB1,DNAJB2,FBXO25
324,LANCL1,ADSL,DMRT1,ASPM,CHGB,SKAP2,HYOU1,CAPRIN1,HAPLN4,EIF3L,MEX3B,HDAC11,NLGN3,SOWAHA,TXNRD2,AMER1,PPARGC1A,SYDE1,TMEM164,SS18L2,HAGH,ACYP2,AAMDC
325,RF00425,TBCD,C3orf70,IRF5,MIP,TBL1X,B3GNT5,RHOGL,PPY,NPEPPS,HNRNPM,TMEM204,HMCN1,GLRA1,HTD2,KCNN1,CYSLTR2,AMIGO1,HMGB1,UCHL5,ERCC6L2,B3GNT7,HDGF
326,PBLD,WEE1,STRADA,HMGN4,GPRIN3,SRGAP3,GNG10,ACTN1,TRHR,SLC25A3,MOCS2,KL,CHAT,TBX19,KIAA1671,QPCT,FBXL22,TMX3,ALDH9A1,HAPLN3,FAM171B,TMEFF2,HNMT
327,TMTC4,IFITM10,PREPL,TCTN1,LRRN1,MCUB,PALM,SLC25A17,gga-mir-12210,KANSL1L,YPEL5,CACNA1D,TRPM1,TGIF2,DNAJC19,TJP1,FMNL1,UBR7,SKIV2L,YARS2,FBLIM1,NUPL2,PARP12
328,TSC22D3,EBAG9,RAPH1,CDX1,TSPAN4,BUB1B,SLC35B1,TBCA,OCM,SGCG,HIF1A,CD36,NECAP2,ASB1,NUDT7,DNMT1,TMEM240,GNB1,MYCN,RAC3,ASB3,MKKS,MFN1
329,TWIST2,DTD1,DNAI1,JKAMP,FCRL4,TMEM41A,ACVR2B,SRSF6,USH1G,SLC28A3,SAR1B,WDR90,FAHD2A,GPR162,HACD1,ASXL3,ILKAP,APOA4,NAT8B,GSTA4L,SYNE2,CHMP1B,ZMYND11
330,RMDN1,SIX3,ODF1,TIMMDC1,CALHM6,ST3GAL6,ZNF423,RAB7A,SLC5A8,TRIM2,ADPRH,SCG2,RAD54L2,RRP1B,R3HCC1,PDE12,PLPBP,RAB3C,TRAPPC4,RBFOX3,UTRN,APOA1,CTTNBP2NL
331,SURF2,PSMA3,SARNP,KDM3A,ATP6V1C2,HDAC2,NDUFA5,LAPTM4A,CDS1,SH3BP4,GZF1,ADGRD2,BRT-1,ESCO2,EGR1,FBXL22,ENHO,UBR5,CFAP20,CEP85L,MFGE8,STMN4,FAM18B1
332,CLVS2,PDAP1,EVL,TMBIM6,CARNMT1,RBM5,SRSF7,RAB8A,gga-mir-6555,MAD1L1,MED9,RHOC,STBD1,HTT,NDUFB10,FBXL7,RBM48,CACYBP,HSPA8,LSM6,NCAPH,PTPN2,GAS6
333,MLC1,BPGM,SCN4A,RDX,YRDC,VAPB,SSR2,SAMD12,JAKMIP3,CRLS1,ARL6IP1,MALL,RHBDF1,MLX,PCCB,POMT2,YTHDC2,PDE6B,ATP5MC1,PER3,RSRC2,ARMC7,NAT8B
334,MST1R,HTR1B,POLQ,HELQ,RRS1,FUBP3,CRELD2,EIF2B2,RNASE6,EIF3H,PPP1CA,SERINC2,YY1,STIM1,ADD3,FMNL1,RNPEPL1,ASB15,SEC23A,FANCC,NIPAL3,ATG12,TRPC4AP
335,GNAI2,NFASC,TM7SF2,chPKCI,CEP128,AIFM1,DUT,CAPZA2,PSCA,PDCD6,VCP,PFKFB3,FANCD2,CLINT1,CTSB,PTF1A,DDX17,SARDH,METTL6,COL1A2,EXOSC3,RNF139,SERINC3
336,DOLK,PABPC1,NFYA,KLF7,LGI3,RAB1A,COX6C,GDI2,ADRA2C,ACO1,CCNJL,UNK,PITHD1,AIFM3,PTPN2,VDHAP,SPIA4,MATR3,H3F3B,MAML2,WRAP73,PCGF6,NSMCE2
337,ILF2,COPE,VPS41,CUL4A,MIA3,FAM168B,DCPS,GPX7,FSTL3,LARP7,RIOK2,AGRN,MTA2,RNF103,ITGB1BP2,ADTRP,CTSK,OPTC,NUDT7,THNSL1,PUM1,PPWD1,ERCC6
338,NUAK1,NATD1,CCDC12,NME3,PIGV,PFN2,FAM129A,RPL37A,HECTD1,WNT5B,FAM214A,VGLL3,NDUFAF6,SEMA3E,TEC,SPATA48,MLXIPL,PAK4,TDG,EBF2,DPH6,FBXO32,SLC25A10
339,NFXL1,PHB,SRGAP3,FGF20,RILP,FAM133B,LBX2,HIC2,PRCP,STXBP5,MTA3,EPC2,DCAKD,RAD21L1,NDUFB1,SEZ6,C8H1ORF146,ACTR6,EBNA1BP2,BCLAF1,GJB6,PACSIN1,FGF8
340,C1H11ORF54,HSP90AB1,SAMD4A,SFT2D1,MANF,BUB3,XBP1,TMEM258,ZFAND1,FBLN1,COMMD10,NBL1,GPR6,RARRES2,TMEM136-1,RPRM,CCR2,MCHR1,SFXN5,BNIP2,ISLR,ERMARD,NRDC
341,CUL5,UCHL5,KCNN1,RNF122,ARHGAP10,ABRAXAS2,LRPPRC,WSB2,ETV5,RAC1,COMMD3,TSPAN33,PTPDC1,RAVER2,EIF3G,HOXC11,ZP2,SLC25A28,MRPS26,PTPRG,IDH2,HPDL,LCK
342,LIMA1,CSTF1,HS6ST2,GINS1,TMEM136-1,RARS,KLF6,ACAA2,GDF9,HOGA1,AHSA2,GRIA3,HOXD3,FAM43A,UBB,COL3A1,PIK3CG,ASB1,MAU2,RABIF,CCDC59,FASTKD1,ARHGAP29
343,GNPNAT1,UBE2K,TOR1A,BMP2,ARHGAP5,HOXA5,BCL6,STMP1,OXNAD1,GPRC5C,PPARD,PSTPIP2,SLC22A4,CLVS1,VPS25,ZNF518A,FHIT,MFSD6,PSMD14,ATG3,RIDA,TXNDC11,SHQ1
344,NECAP1,SOD3,FBXO33,LIFR,TAF3,CERS5,H3F3B,OXCT1,GPR15,IRX1,EEFSEC,PDIA3,TUBA8B,BARHL1,ABHD14B,INTS1,OPN5L1,DUOX2,TRA2B,KIZ,FBXO3,PDCL,CMTM7
345,SUPT3H,DNAJC8,PIGO,KDM5B,AREG,UBE2E2,DDX51,VGLL4,LMO3,TRMT2A,IDH2,GLA,CDH9,KCNK13,CLTA,RAMP2,ANXA13,LYPLA2,MIF,JDP2,USP15,CIAPIN1,PIGB
346,FGD3,SNU13,PPP3CA,MYBL1,EDMTF4,ALDH1L2,FOXP2,SKP1,TEAD4,TAPBPL,AKR1B10L1,LCP2,SLC45A4,ADAMTS5,NDUFS8,SYTL3,PRKG2,C11orf87,VAV3,SRPK1,MEST,ENTPD4,COX7A2L
347,EGFL7,MAPKAPK3,ZHX2,EDA2R,NF2,IGF1R,SLC18B1,TRIB2,RASL12,GOT1,EHMT1,NAMPT,OR51Q1,DPF1,COX6C,APLP2,P2RY1,MIGA1,DHFR,ZADH2,PLA2G6,MAP2K3,ITFG1
348,TGM3,CDX1,FSTL1,HSD17B12,LDLRAD1,SOX21,SEC11A,ZYX,ORMDL3,CALCB,CCND2,ZBTB21,OPN1MSW,SERPIND1,CCNC,MHCDMA,PSMD10,TTC24,ANP32B,TMEM184B,DAD1,GIT1,TENT2
349,LARP4,ARPC2,RRP12,MMP2,RSPH1,SRSF7,PRPF8,SMAD5,QSOX2,RASGEF1B,RBP5,PHKA1,TRIM67,VWC2L,MCL1,CYTH4,SLC17A5,PSMF1,CETN2,HAUS6,QKI,PICK1,METTL23
350,RFTN2,NUP35,ACAA2,TMEM192,KANK3,SMOC1,NEXN,CAPZA1,HS3ST5,DTD1,ALYREF,GPM6A,SLC2A5,OvoDA1,ACOT9,S100A4,ELF1,RAB24,BORA,MORN4,SLC37A1,DDX11,SLC41A3
351,ADAMTS3,DPY30,IPMK,HOXC8,TEDC1,RPA3,HMGN4,BIRC5,MAN1A1,XDH,VMA21,CAMKK1,PPIL6,CSRNP2,DPH5,PDCL2,SLC1A4,GSTCD,PHF20L1,SULT4A1,PIH1D3,EIF2D,PPRC1
352,CBFA2T3,GNL3,PDE6C,KLHL24,RAMP3,FANCC,SEMA3F,MDFIC,IL12RB2,MAPKAPK3,MAP3K8,SLC35F3,DLX2,RF00020,PM20D1,DTHD1,SLC1A3,NEURL2,MRPS36,ORAI2,CYBA,ABHD17C,HTD2
353,ZNF703,TNNC1,SMARCA2,PAK4,PCMTD1,MTPN,C15orf61,SNX3,GPR83L,YAP1,MAPK6,RP2,CIPC,C11orf87,SBNO1,CDK19,ZBTB34,EXT1,UHMK1,NEXN,DNAJC22,TM9SF2,AHSA1
354,RAE1,TDP2,FAM172A,POMT1,PSMD10,ORC4,SLIRP,DAD1,OR52R1,KCNG2,NPR3,SLC43A2,PI4KB,FBXL17,EIF2B5,TNFSF15,SC5D,MRPL53,STMN1,CEP19,IKBIP,HVCN1,SLC36A1
355,HPCAL1,EIF4E,ZCCHC10,IGFBP2,SH2B3,SLC29A1,KCNN1,USMG5,PSTPIP1,PHLDA2,MRPL13,TRIP4,RHOV,RF01968,TCF25,NFKB2,CD93,CPLANE1,HIST1H101,RSBN1,BEND6,MCCC1,SST
356,NEDD9,CDC42,HMGXB3,TFDP2,FSHB,PDGFD,CCDC40,ANGEL1,GGT7,MCUB,HYI,KCNH6,LINGO2,GPR143,TOMM20,PRDM1,NID1,EED,MEX3A,DCP2,DENND1B,VDAC1,NRDE2
357,OPA3,SF3A3,SOD1,TLE4,ZC3H11A,SUMO3,RCBTB1,VDAC2,CA4,PLEKHM2,IGFBP4,PRKD1,HSD11B1L,SLC25A40,NDUFB3,FAP,HHAT,MAMDC2,POLA1,NCOA1,PLPPR1,MARS2,TMEM199
358,MLLT3,GNL2,KATNA1,NEK9,GFM1,EPHX1,SNRNP27,SURF4,GPR158,PCBD1,HDGF,LBH,CCNJL,CCR6,GRTP1,SLC26A7,NXPH2,TYRP1,DHDDS,SPATS2L,SACS,SERPINH1,LYPLA1
359,LRP11,PEF1,RASGRF1,MAP3K3,MRAS,NDUFA8,MTREX,RALGPS2,FUS,ANKRD39,MRPS17,MEGF9,HAX1,RHPN1,AGPAT2,ALS2CL,ZDHHC12,CA3A,NUP58,ORMDL1,CCDC77,ATP6V1B2,GUCY1B1
360,CHRNB3,RBSN,FITM2,XIRP1,MFGE8,RCN2,SCGN,CTNNB1,REV3L,LYN,MAN2A2,RYR2,VPS36,RIOK3,PREPL,BACH2,LHX9,DTNA,MCM2,PDPK1,CHID1,C15H12orf49,ELAC2
361,RASGRP3,RSL24D1,TAF1A,PSMD7,ZNHIT6,DSTN,NSMCE3,HNRNPDL,NPY2R,COX5A,POLE2,CHGB,SLC7A5,MEIG1,ANAPC13,LMO2,EEF2K,FANCM,OGA,ETS1,UBXN2A,RDX,CYBC1
362,FAM133B,NKAIN2,TPRG1L,SMC3,BAALC,ZNF318,CADM1,PPP3R1,CLEC16A,WNT16,ZEB1,SFTPA2,EXT1,SCN8A,ATP5ME,ATP6V1C2,SOX2,UACA,ZBTB14,PLIN4,FBXW7,NARF,GNPDA2
363,LRRTM4,LCMT1,C13H5orf15,TRPC4AP,GATA6,NDE1,ZNF326,CISD1,AMN,LACTB,EMC3,LLGL2,MALRD1,LSAMP,SDHA,PCDHGA2,INPPL1,H2AFY2,MRPL38,MED31,PITPNB,HELZ,NOP53
364,TMIGD1,ARHGDIA,ZBTB14,EPHA5,FZD9,EIF2AK1,STOML2,STRN,NUP98,HMGCLL1,UBB,ULK2,AGPAT2,LAMA1,MYCBP2,NACC2,SUSD5,HYI,EGLN1,MSANTD4,SLC47A1,DYX1C1,MSX1
365,ISG20,RRP15,KIAA1109,UNC50,ADCY8,PRPSAP2,SRP72,HOXA7,HLX,PUS1,ARPC4,EP300,CCDC127,FBRSL1,HAX1,PCCB,KLHL4,MCM4,TUBB2B,UBTF,SOBP,FKBP9,SVIL
366,ZFP36L2,HSPA9,RNF122,MSH2,DARS2,DIPK2A,SERP1,MYO1E,BLM,FAM89A,PSMB4,VEGFD,PPME1,SPAG9,PRELID1,LONP2,ZNF282,UGGT2,CAPZA1,PDS5A,ST7,FANCL,CTBP2
367,USP53,CMPK1,TRIM27.2,ARID4A,SPOPL,SOX1,NDUFA2,SUB1,GAREM1,SIKE1,FOCAD,SMPD3,APPL2,AMOT,PSMB4,ST8SIA4,MYL10,GIT1,SPTLC1,VASH1,ALKBH8,ARL4A,DOLPP1
368,USP22,CYP26A1,HOXD4,WDR25,MAPRE3,ATP5ME,C1orf174,GOT2,CCDC28B,CBFB,TRAF3IP1,CDHR2,RANBP17,P3H1,ACAD9,TLCD1,TRIM27.1,CACNB3,ARMC1,NEK6,FAM208A,GCNT1,SNTB2
369,DHX8,HDAC1,AMER3,MB21D2,LMO1,GLI3,RBM22,TMEM263,ISG20L2,MLF2,CTNNB1,GOLGA7B,PRDM15,ARL14,C1orf35,BTBD11,BRS3,C6,FKBP4,PRDM15,FKBP14,IFT81,PCMT1
370,TMA16,CSNK2A2,PDE3B,SMO,NTRK3,CSNK1D,SYNPR,TUBB4B,PSTPIP2,CDK6,TFPI,PPFIA4,CCDC77,SYCE3,SMIM4,PGPEP1L,C1orf198,PHF3,RNASEH1,RAP1GAP1,XRCC2,RPS6KA5,KLHL20
371,MPST,PI4K2B,ETV5,MINDY2,CHUNK-1,NAIF1,EPHA5,STARD4,PANX1,KCNIP4,COX7B,VWA2,L3MBTL2,FAM124B,D2HGDH,NEK8,MAP1S,TPRKB,INCENP,Wpkci-7,TMEM57,PLK3,RNF38
372,IMP4,ORAI1,FAM168B,ANKS1B,PRICKLE2,E2F1,YBX1,EPHB1,PLPPR5,OSBPL8,LDAH,EPHB3,FZD3,RDH14,NOA1,OPN3,ANKRD49,MOB1A,S100A10,WDR20,CCNC,ZW10,BMP2
373,ITGA1,VPS29,FNBP1,LHFPL6,AFDN,PSMB1,CTHRC1,COX4I2,AGBL5,DOP1A,DGKZ,USP25,MAPKBP1,QRSL1,DDX1,ZMYND12,DIPK2A,PAX9,MMADHC,TRMT13,MRPL34,EEA1,DHRS3
374,HADHB,NUSAP1,SPOPL,HSPA5,CASP8AP2,EPRS,SRPRA,TES,FAT3,USP13,ATP5PB,GCGR,NEK1,DLG3,TIMM17A,DMGDH,NTN3,WNT9B,SPC25,ALG2,SLC31A1,TIMP2,YLPM1
375,METTL21A,PRKAG2,PIKFYVE,GTF3C5,NRXN1,SUPT4H1,AMACR,FBXO9,GPR174,CHPF2,EXOSC8,STX19,HNRNPA0,GALM,FXN,EDDM,ENPP4,CYP4V2,U2SURP,TNFRSF4,TBC1D14,CRKL,IRF4
376,HIST1H3H,SRSF5A,TMEM131,MCM2,PRKCSH,NDFIP1,TMEM88B,PSMA2,OTOS,BCL2L10,GNG5,TMEM136,ZFYVE19,GPR82,YWHAG,PKD2L1,GRK5,P2RY14,AP2A2,ANKZF1,EGFL7,LETM2,HYI
377,TUBGCP6,CRLS1,EPC2,RAPGEF1,RS1,TAF15,LTBP1,EIF3M,GCK,NOC4L,CSNK1E,MAP3K6,MYO3B,PAK5,MMADHC,SLTM,SORT1,GP9,CENPH,EME2,TBC1D25,GADD45A,UBN1
378,MALSU1,COX4I2,SLC25A6,ASH2L,ACSL4,ZNF423,PCCB,AP3S2,SFMBT1,RANBP9,DGCR6,MIPOL1,PFKFB3,ZBTB5,SLC13A3,MED16,DMRT2,CCL19,NANS,FGFRL1,SPAST,DCTN6,ELOVL1
379,PTGES,DAG1,NDC1,ARHGAP26,PSTPIP2,USP1,POLR1E,ARPC1A,ZBTB33,PACSIN2,ROBO1,AvBD10,SCN9A,TLX1,FARSA,INSR,MLXIP,DOCK3,BCL2L1,ASL2,RAB11FIP2,PAAF1,SPPL2A
380,NLRC3,ECT2,CITED4,ARL8BL,PPFIBP1,TXNDC5,NKIRAS2,SAR1A,DSCAM,PALMD,CA10,RBM8A,C21orf58,TULP1,SMIM12,ARSJ,SEPT3,C1H21ORF59,MRPS22,MCAM,ACAT1,DPH3P1,CCDC127
381,ESPNL,FAM174A,ATP1B1,APP,ZBTB1,EIF2B3,CTBP1,C14orf2,NIPAL3,LAMB1,PPP2R2C,AQP12A,CCNY,MBOAT4,RF00012,KDF1,TICAM1,TMEM189,CSTF2,ZCCHC9,PDS5B,LBH,RBL2
382,NR3C1,MDH1,ACER3,KIFAP3,LSS,ARID4B,EYA1,SPTSSB,HSPA13,HCCS,PHACTR1,HES4,SCTR,SDR42E2,PIN4,ANKRD33,CCNE2,NCDN,DDX5,CDKN1B,WRNIP1,CYB5R4,TMPO
383,EXOSC8,PSMD13,SEPT3,PTP4A1,DAZAP1,C9orf64,TMEM263,CSNK1A1L,RF00438,ASAH1,LIPT2,TAF6L,BDKRB1,MSLNL,COQ3,CLCA1,GAB3,ASB14,C10orf88,FBXL21,TMEM171,COX10,EPHB3
384,VAMP1,SS18,PPP1R9B,L3MBTL3,GJA10,MGST2,WDR75,CDCA4,ENTPD8,TRIM71,NMT2,MAN1B1,RF00030,STRIP2,NHP2,ADGRF5,KCNG4,MFSD8,PPTC7,MRPS36,HK3,LYPD6B,ASXL1
385,PNPO,ASL2,NUMA1,NCSTN,INPP5B,GLG1,CDC5L,RPS2,PGM5,SARS,CNDP2,URAH,F11,STX16,OCIAD1,GIPC3,ACOD1,RPRM,PGD,ZNF362,TTC3,SLC35B3,UBE3A
386,DLAT,PCNA,DYRK2,RAG2,TSPAN18,SMC3,PELI2,MED9,WDR63,PDP2,PRR5L,CDH10,LMLN,ATP4B,TMEM87A,SLC1A6,DOK6,FBXL22,CCNC,ISLR,FAM172A,ACADL,ORC2
387,PDE6C,CENPW,ANKRD26,ITGAV,PDGFRA,ADAL,ITPR2,MYL12A,KIAA1324,GOLGA5,RAMAC,SAMD8,SV2C,CTSS,ARMH3,AANAT,DICER1,TICAM1,NAF1,TTC33,ATXN10,CENPO,CASP2
388,TXNL4B,GNAI2,ANP32B,COL1A2,KIF18B,SET,ASB13,FERMT1,RF00567,ENG,TAX1BP1,FAM189A1,TNFRSF25,CSF2RA,PSMB3,MMS22L,AKAP1,C1orf159,ETV5,ERCC8,HMP19,EIF3A,UBTF
389,DSCC1,RPRD1B,TMEM214,SEC63,EXOSC1,CCT4,TPM1,ISOC1,FAM19A2,SYAP1,THNSL2,PATZ1,CACNA1H,LRIG1,LARP1B,ZNRF1,TP53BP1,SZT2,TAX1BP3,IPO11,SAP18,UROD,MRPL38
390,ALX1,NPM3,TSPAN18,DACH1,VWF,CTBP1,MRTO4,SMDT1,CA12,FAM180A,NDUFA10,ATE1,CDK5R1,HS3ST6,FAM188A,MAMLD1,IDUA,SNX2,UQCRC1,LRIF1,PHB,RECQL,CTHRC1
391,TBC1D12,ARIH1,CD34,DKK1,ATP1A1,ZNF326,COG6,TMEM123,TEPSIN,PGR2/3,TMTC3,ATP6AP1,CYP2AB2,FFAR4,FAM133B,LIMA1,RFTN2,PCNX4,EEF1A1,DCTN5,KATNA1,STIM1,SLC35G2
392,TIMMDC1,WDR77,ERCC5,RASD2,SMAD6,SETBP1,FBRSL1,VCP,EHD4,POGZ,NDUFB4,M6PR,GAREM2,TMEM241,CCDC28A,HSPBAP1,CCDC113,EP400,RSRC1,UMAD1,DNPEP,NME3,HEMK1
393,VAPB,FAM104A,TFPI2,BACE1,AGPAT2,LAMTOR2,EDNRA,TMEM50A,RUNX1,DPYS,SNRPB2,TM9SF3,SGSM1,GRID2,WDR43,WDR37,FRS2,FEM1C,SPTAN1,RFTN1,CRTAC1,PTCHD1,IBA57
394,GADD45G,KCNAB1,EPB41L3,DENND5B,CS,TERF1,NDNF,TPM4,TUBA8B,LGMN,NEK4,SYNPO2L,FOLR1,PLEKHG1,TARS,SYT4,CLSTN1,XKR7,PNRC2,DKK3,PACSIN1,NUP54,APP
395,DNAJC7,PAK1,TPH2,BSG,IRF1,XPA,C12orf66,RNASET2,OR51Q1,LSM12,CCDC80,DNASE1,KCTD21,C12H3orf14,DUT,PLEKHG7,CORIN,NPTX1,TMEM267,ARNTL2,EDEM2,NDEL1,KIF1A
396,IFT122,MBD3,NRF1,FABP7,gga-mir-1791,APP,OTUD3,UBC,PCP4L1,PRELID1,CLN6,TMCC2,BRPF3,LIMA1,HADHB,KCNE3,TESK2,ZDHHC14,PLK1,C1orf123,ERMARD,GFRA2,FAAH2
397,HAUS8,IRF6,GTF3A,gga-mir-6701,DNASE1L1,PTP4A1,PSMD7,PCBP2,UTS2B,DBX1,MAEL,REEP4,MTMR3,KMT5B,FAM32A,KHK,MARS2,MEIOC,RHOA,PSMD10,NPM2,SDE2,ALG3
398,RNF20,C2H6orf52,YBX3,FZD10,GNGT2,ZC3H18,DMRT2,MGAT3,SLC45A4,GNAI1,NDUFA9,PLXND1,FBXL12,CRELD1,GSTK1,PADI1,TMEM186,MSI2,PTPRA,ARVCF,APPL2,TAF13,FEZ1
399,LCT,RFC3,CFAP100,WFS1,SLC4A7,ARHGEF12,TMEM33,ELAVL1,ETNK2,PGGT1B,H2AFY,HPCAL4,CA8,SCNN1A,IMMT,HAUS2,SOCS1L,SP3,MTHFSD,KLF12,RBM38,SLC36A1,SEMA5A
400,TM4SF19,NF2,ASB14,HSPB1,TSHZ3,CAPZA1,PPIA,G0S2,ABCG4,DPP8,FBXL2,MMP15,TNKS,LITAF,ATP6V0B,ATXN1,ZNF385C,TACR1,TAF8,DYNLRB1,GIT1,COP1,SNIP1
401,NCBP1,CCDC58,TNFRSF19,AP3M2,EXOC6,PDIA3,STON1,EIF3B,KMT5C,GALE,CBX1,KAZALD1,CCSAP,ADIPOR2,REXO2,TRPA1,SFRP1,MUC6,FEZ2,ZC4H2,PMM1,ESD,CENPT
402,TUBGCP4,TMEM138,YEATS2,PLCE1,THOC2,MFAP3,PPM1K,EIF3F,BRICD5,BTK,PTEN,VAC14,NME5,KIF3A,IFT140,OVCH2,PAM,PGPEP1L,RPL8,DDR1,TWF2,MT3,CLNS1A
403,VDAC3,PTP4A2,DQX1,OPN1LW,BEND3,PPP1R9B,RPL23A,HDAC1,RF00581,NUMB,COPB1,RNF122,CACNA2D1,SMU1,RGS10,CYP2U1,DCAF17,BRS3,PGM1,PDSS2,ATAD1,PFDN1,ACSBG2
404,TACR2,RAB2A,FETUB,TNFRSF19,DLC1,RPL37A,EPRS,FOPNL,GALR1L,SELENOO,VGLL4,IQCC,NCMAP,IMMP1L,COQ9,AQP9,APOA1,TNNI2,SUMO3,GLIPR2,ATF3,ZNF292,RSPRY1
405,PSMB3,SPSB4,PRRC2C,CLDN1,ATP6V1B2,SS18L1,RPL26L1,VPS26A,SULT1B,TRIM8,H3F3B,LMNA,PIP4K2A,EXD2,MXD1,CEP70,TRPV1,F2RL3,NDUFAF6,C14H16orf45,TGDS,UEVLD,MPST
