index,batch,cell_names,library_id,n_counts,unique_cell_id,time_id,sample_id,n_genes,n_counts_pre_norm,S_score,G2M_score,phase,leiden,pr_NearestNeighbors,pr_SVM-Linear,pr_SVM-RBF,pr_DecisionTree,pr_RandomForest,pr_NeuralNet,pr_NaiveBayes,pr_LDA
17071-5,5,bcDYVO,st52,895.0,None,d2,d2,977,895.0,0.08989922,-0.07280208,S,2,aNTB1,IM,LPM1,pNTB,LPM1,aNTB1,LPM1,strLPM
17073-5,5,bcFIPZ,st52,662.0,None,d2,d2,983,662.0,-0.10437168,-0.26555297,G1,9,NOTO,LPM1,LPM1,WD,LPM1,LPM2,LPM1,NMP
17179-5,5,bcHWXE,st52,2566.0,None,d2,d2,1209,2566.0,-0.081432074,-0.09630075,G1,4,LPM2,LPM1,LPM2,SOM,LPM1,ALNT,LPM1,LPM1
17180-5,5,bcHFXS,st52,1862.0,None,d2,d2,1087,1862.0,0.111363575,-0.026303012,S,1,ENDO,LPM1,LPM2,WD,LPM2,SPP,LPM2,LPM1
17181-5,5,bcEOFM,st52,1500.0,None,d2,d2,981,1500.0,-0.011558518,0.3783687,G2M,1,BLD,LPM1,LPM1,SOM,LPM2,SOM,LPM1,LPM1
17182-5,5,bcAKSP,st52,1117.0,None,d2,d2,1088,1117.0,0.032504484,-0.16768184,S,2,aPSM,aPSM,SOM,SOM,pNTB,pNTB,LPM1,aPSM
17183-5,5,bcBIJB,st52,1096.0,None,d2,d2,1025,1096.0,-0.024417222,-0.039143797,G1,3,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
17184-5,5,bcEARO,st52,1065.0,None,d2,d2,974,1065.0,-0.057585374,-0.10340991,G1,2,pPSM,LPM1,LPM2,SOM,SOM,aPSM,LPM2,aPSM
17185-5,5,bcGBJP,st52,790.0,None,d2,d2,1045,790.0,0.077494055,-0.0008758977,S,1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
17186-5,5,bcHQDO,st52,691.0,None,d2,d2,978,691.0,-0.28516698,-0.0472416,G1,8,BLD,IM,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
17188-5,5,bcEPTB,st52,681.0,None,d2,d2,968,681.0,-0.154151,-0.005349675,G1,0,IM,IM,LPM1,WD,LPM2,IM,LPM1,LPM1
17293-5,5,bcGGWX,st52,2671.0,None,d2,d2,1356,2671.0,0.22497492,0.27335247,G2M,0,ENDO,LPM1,LPM2,strNTB,LPM2,aPSM,LPM1,LPM1
17294-5,5,bcGCHF,st52,1616.0,None,d2,d2,1001,1616.0,0.025391709,0.31158307,G2M,0,ENDTH,LPM1,LPM1,SOM,LPM2,pNTB,LPM1,LPM1
17295-5,5,bcEKRI,st52,1575.0,None,d2,d2,889,1575.0,-0.004009571,-0.3563228,G1,4,IM,IM,IM,SOM,IM,IM,LPM1,IM
17296-5,5,bcFERQ,st52,1156.0,None,d2,d2,1061,1156.0,-0.15272126,-0.05267877,G1,9,pPSM,LPM1,LPM1,WD,SOM,LPM1,LPM1,LPM1
17297-5,5,bcFOXO,st52,922.0,None,d2,d2,1029,922.0,-0.021903645,-0.0966,G1,4,LPM1,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
17298-5,5,bcCBHY,st52,835.0,None,d2,d2,1051,835.0,0.20394807,0.1445059,S,9,WD,LPM1,LPM1,pNTB,LPM2,pNTB,LPM2,LPM1
17299-5,5,bcGLNK,st52,797.0,None,d2,d2,948,797.0,-0.30875483,0.39153835,G2M,4,ALNT,aPSM,LPM1,SOM,LPM1,SOM,aPSM,aPSM
17300-5,5,bcESHD,st52,648.0,None,d2,d2,971,648.0,-0.11558068,0.036009766,G2M,2,strLPM,IM,LPM1,SOM,LPM1,SOM,strLPM,strLPM
17301-5,5,bcFCOB,st52,718.0,None,d2,d2,927,718.0,-0.03428064,-0.095411144,G1,1,aNTB1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17302-5,5,bcCBMM,st52,696.0,None,d2,d2,967,696.0,0.09223345,0.28445783,G2M,4,SOM,SOM,SOM,pNTB,SOM,aPSM,LPM1,SOM
17407-5,5,bcCJCU,st52,2764.0,None,d2,d2,1350,2764.0,-0.08476558,0.31405264,G2M,1,LPM2,IM,LPM1,WD,LPM2,LPM2,LPM1,LPM1
17408-5,5,bcDELW,st52,1792.0,None,d2,d2,1113,1792.0,-0.03787494,0.24681522,G2M,7,BLD,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
17409-5,5,bcGILB,st52,1521.0,None,d2,d2,919,1521.0,-0.3390682,-0.14861289,G1,0,IM,IM,IM,SOM,IM,IM,LPM2,LPM2
17410-5,5,bcFMRK,st52,1129.0,None,d2,d2,1127,1129.0,-0.050071955,0.020545062,G2M,1,ALNT,IM,LPM1,pNTB,LPM2,aPSM,LPM1,LPM1
17411-5,5,bcICNE,st52,1033.0,None,d2,d2,1003,1033.0,-0.018308291,-0.21631648,G1,2,aNTB1,pNTB,LPM1,SOM,aNTB1,pNTB,LPM1,pNTB
17412-5,5,bcEZTN,st52,915.0,None,d2,d2,958,915.0,-0.31086683,-0.20624891,G1,9,pPSM,aPSM,pNTB,SOM,aNTB1,pPSM,IM,pPSM
17413-5,5,bcDJVH,st52,792.0,None,d2,d2,974,792.0,-0.019816678,0.45034978,G2M,6,NC,LPM1,IM,LPM2,LPM1,NC,LPM1,LPM1
17414-5,5,bcBTAK,st52,661.0,None,d2,d2,924,661.0,-0.25563496,-0.18632887,G1,4,LPM2,LPM1,LPM1,WD,LPM1,SOM,LPM1,LPM1
17521-5,5,bcENJJ,st52,2657.0,None,d2,d2,1317,2657.0,-0.017782094,0.0071832333,G2M,2,EPID,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17522-5,5,bcGWDT,st52,1797.0,None,d2,d2,1010,1797.0,-0.22303881,-0.22127646,G1,4,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17523-5,5,bcATQW,st52,1288.0,None,d2,d2,1119,1288.0,-0.033740923,-0.22323847,G1,1,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
17524-5,5,bcCXNX,st52,1227.0,None,d2,d2,1052,1227.0,0.3282991,0.03688015,S,4,SOM,LPM1,LPM1,SOM,LPM1,SOM,LPM1,LPM1
17525-5,5,bcAMVV,st52,1124.0,None,d2,d2,1012,1124.0,0.12518954,0.06867336,S,9,strLPM,LPM1,LPM1,SOM,LPM2,LPM1,LPM1,LPM1
17526-5,5,bcDUGD,st52,796.0,None,d2,d2,1009,796.0,0.32075408,0.065093234,S,1,WD,LPM1,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1
17527-5,5,bcHFVB,st52,731.0,None,d2,d2,966,731.0,-0.036193997,-0.048117843,G1,7,EPID,pNTB,pNTB,pNTB,LPM1,pNTB,LPM1,pNTB
17528-5,5,bcBEWF,st52,728.0,None,d2,d2,998,728.0,-0.03968358,-0.15076253,G1,1,IM,IM,IM,SOM,IM,IM,LPM1,IM
17529-5,5,bcDCZC,st52,684.0,None,d2,d2,962,684.0,0.17850783,-0.3057354,S,1,aNTB2,IM,IM,SOM,LPM2,SOM,LPM2,LPM1
17530-5,5,bcFIDG,st52,637.0,None,d2,d2,940,637.0,0.11813763,-0.18362486,S,1,EPID,aNTB1,aNTB1,pNTB,LPM1,pNTB,LPM1,aNTB1
17635-5,5,bcEHLM,st52,2601.0,None,d2,d2,1329,2601.0,0.00644242,0.18216464,G2M,4,aPSM,LPM1,SOM,SOM,SOM,pPSM,IM,aPSM
17636-5,5,bcBOCG,st52,1801.0,None,d2,d2,1141,1801.0,-0.024956902,-0.21901192,G1,1,NOTO,aNTB1,IM,WD,LPM2,NOTO,LPM1,NMP
17637-5,5,bcCPBB,st52,1643.0,None,d2,d2,906,1643.0,0.42070326,0.06812236,S,6,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
17638-5,5,bcHVDO,st52,1168.0,None,d2,d2,992,1168.0,-0.012931955,0.24328047,G2M,4,SOM,SOM,SOM,SOM,SOM,SOM,SOM,SOM
17639-5,5,bcHXZR,st52,861.0,None,d2,d2,1072,861.0,0.60218275,0.0014536303,S,1,EPID,LPM1,LPM1,WD,aNTB1,ENDO,LPM1,LPM1
17640-5,5,bcETHS,st52,944.0,None,d2,d2,981,944.0,0.2838453,-0.28183034,S,1,pNTB,pNTB,pNTB,WD,LPM1,LPM1,LPM1,pNTB
17642-5,5,bcIEJD,st52,679.0,None,d2,d2,1005,679.0,-0.13185197,0.20185778,G2M,1,WD,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
17643-5,5,bcBFIX,st52,633.0,None,d2,d2,992,633.0,-0.024601929,-0.23590869,G1,1,aNTB1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17644-5,5,bcDEFC,st52,722.0,None,d2,d2,940,722.0,0.74810123,-0.14030848,S,2,ENDTH,LPM1,LPM1,LPM1,LPM1,ENDTH,LPM1,LPM1
17749-5,5,bcFGNH,st52,2789.0,None,d2,d2,1347,2789.0,0.20187798,-0.13723072,S,4,aPSM,aPSM,aPSM,SOM,LPM2,aPSM,LPM2,aPSM
17750-5,5,bcCNUY,st52,1617.0,None,d2,d2,938,1617.0,0.026855605,0.20258039,G2M,8,pPSM,LPM1,LPM1,SOM,SOM,pPSM,LPM2,NMP
17751-5,5,bcHMMI,st52,1298.0,None,d2,d2,1048,1298.0,0.20046899,0.35246837,G2M,9,pNTB,LPM1,LPM1,SOM,SOM,pNTB,LPM1,aPSM
17752-5,5,bcAMCN,st52,1088.0,None,d2,d2,1051,1088.0,0.37733054,0.18410161,S,4,NOTO,LPM1,LPM2,strNTB,SOM,NOTO,aPSM,NMP
17753-5,5,bcFOJR,st52,1034.0,None,d2,d2,997,1034.0,-0.21599784,0.007822726,G2M,1,EPID,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17754-5,5,bcCVJC,st52,847.0,None,d2,d2,1034,847.0,0.11719556,-0.23745431,S,1,aNTB1,pNTB,pNTB,strNTB,aNTB1,aNTB1,LPM1,pNTB
17755-5,5,bcENCF,st52,844.0,None,d2,d2,950,844.0,-0.07752499,-0.16238414,G1,4,LPM2,IM,IM,SOM,LPM2,LPM2,LPM2,LPM2
17756-5,5,bcBPSU,st52,672.0,None,d2,d2,985,672.0,0.13929187,0.00040028617,S,1,ENDO,pNTB,LPM1,pNTB,LPM1,pNTB,LPM1,pNTB
17863-5,5,bcGPIJ,st52,2744.0,None,d2,d2,1375,2744.0,-0.011385508,-0.13911696,G1,4,LPM2,LPM1,LPM2,strNTB,LPM1,LPM2,LPM1,LPM1
17864-5,5,bcERBO,st52,1522.0,None,d2,d2,977,1522.0,0.25758907,0.05973836,S,4,SOM,SOM,SOM,pNTB,SOM,IM,SOM,SOM
17865-5,5,bcGLBU,st52,1018.0,None,d2,d2,1076,1018.0,-0.17108737,-0.16349044,G1,1,pNTB,pNTB,pNTB,WD,pNTB,pNTB,LPM1,pNTB
17866-5,5,bcEUHY,st52,963.0,None,d2,d2,1045,963.0,-0.2741538,-0.06434017,G1,4,SOM,SOM,SOM,LPM1,LPM1,SOM,LPM1,SOM
17867-5,5,bcFZUJ,st52,1057.0,None,d2,d2,1021,1057.0,0.44576514,-0.10187468,S,3,pPSM,LPM1,LPM1,LPM1,BLD,LPM1,LPM1,LPM1
17868-5,5,bcHLWO,st52,829.0,None,d2,d2,1021,829.0,0.18743336,-0.20651756,S,1,aPSM,LPM1,SOM,SOM,SOM,aPSM,LPM1,aPSM
17869-5,5,bcDUHA,st52,857.0,None,d2,d2,994,857.0,-0.20381343,-0.18787542,G1,8,ALNT,IM,LPM1,pNTB,BLD,ALNT,LPM1,LPM1
17871-5,5,bcHFGM,st52,642.0,None,d2,d2,976,642.0,0.27689007,-0.11022614,S,0,pNTB,pNTB,pNTB,WD,SOM,pNTB,LPM1,pNTB
17977-5,5,bcCZXC,st52,2828.0,None,d2,d2,1246,2828.0,-0.20109247,-0.22496927,G1,4,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
17978-5,5,bcHVBP,st52,1520.0,None,d2,d2,1003,1520.0,0.27298924,-0.19050565,S,1,aNTB1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17979-5,5,bcCYOI,st52,1553.0,None,d2,d2,938,1553.0,0.011872802,-0.08001832,S,8,NOTO,aPSM,aPSM,SOM,aPSM,IM,IM,aPSM
17980-5,5,bcHUHE,st52,977.0,None,d2,d2,1078,977.0,-0.12282172,-0.2389206,G1,3,LPM2,LPM1,LPM1,LPM2,LPM1,SPP,LPM1,LPM1
17981-5,5,bcFGSM,st52,991.0,None,d2,d2,1068,991.0,0.19439015,-0.24282469,S,0,aPSM,SOM,SOM,WD,LPM1,SOM,LPM1,aPSM
17982-5,5,bcCSCX,st52,899.0,None,d2,d2,1008,899.0,-0.24524963,0.5298598,G2M,0,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
17983-5,5,bcHMBZ,st52,765.0,None,d2,d2,1014,765.0,-0.25804275,0.40371197,G2M,3,SOM,SOM,SOM,strNTB,SOM,SOM,LPM2,SOM
17984-5,5,bcCMYQ,st52,622.0,None,d2,d2,970,622.0,-0.3186577,0.31994903,G2M,8,BLD,LPM1,LPM1,SOM,pPSM,SOM,LPM1,pPSM
17985-5,5,bcGKGX,st52,676.0,None,d2,d2,956,676.0,-0.1864368,-0.029420704,G1,4,LPM1,LPM1,LPM1,SOM,SOM,SOM,LPM1,LPM1
17986-5,5,bcBWBL,st52,759.0,None,d2,d2,928,759.0,-0.29175878,0.03675119,G2M,11,NOTO,LPM1,pNTB,SOM,pNTB,NOTO,LPM1,NMP
17988-5,5,bcAWEA,st52,611.0,None,d2,d2,949,611.0,-0.057705022,-0.4710089,G1,1,pNTB,pNTB,pNTB,SOM,LPM1,LPM1,LPM1,LPM1
18091-5,5,bcALOU,st52,2784.0,None,d2,d2,1345,2784.0,-0.08059345,0.21912976,G2M,4,pNTB,pNTB,pNTB,WD,LPM2,pNTB,LPM1,pNTB
18092-5,5,bcIIKK,st52,1699.0,None,d2,d2,974,1699.0,-0.28774986,0.008354969,G2M,4,pPSM,LPM1,LPM1,SOM,SOM,LPM1,LPM1,aPSM
18093-5,5,bcFYLD,st52,1439.0,None,d2,d2,1115,1439.0,0.05901511,0.03966187,S,3,LPM2,LPM1,LPM2,strNTB,LPM2,NOTO,LPM2,LPM1
18094-5,5,bcEFQT,st52,1151.0,None,d2,d2,1061,1151.0,-0.04579599,0.3616696,G2M,1,SOM,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18095-5,5,bcFOWJ,st52,992.0,None,d2,d2,1010,992.0,-0.03779446,0.20000826,G2M,1,pPSM,LPM1,LPM1,SOM,pPSM,LPM1,LPM1,LPM1
18096-5,5,bcFQZV,st52,782.0,None,d2,d2,981,782.0,-0.12673911,-0.019619346,G1,0,aNTB2,LPM1,LPM1,SOM,LPM1,LPM2,LPM2,LPM1
18097-5,5,bcBHNF,st52,910.0,None,d2,d2,944,910.0,-0.22545804,0.06446329,G2M,4,ENDTH,LPM1,LPM1,SOM,LPM1,pNTB,LPM1,LPM1
18098-5,5,bcBGLY,st52,735.0,None,d2,d2,971,735.0,-0.37921655,-0.15518495,G1,9,NOTO,LPM1,pNTB,WD,LPM1,NOTO,LPM1,NMP
18205-5,5,bcAYZS,st52,2635.0,None,d2,d2,1353,2635.0,-0.09924963,0.000560211,G2M,1,NOTO,LPM1,LPM1,pNTB,LPM1,pNTB,LPM1,NMP
18206-5,5,bcBBLR,st52,1687.0,None,d2,d2,1129,1687.0,0.22650158,-0.14497504,S,5,pNTB,IM,LPM1,WD,LPM1,pNTB,LPM2,LPM1
18207-5,5,bcDKRK,st52,1444.0,None,d2,d2,991,1444.0,-0.14709052,-0.23815925,G1,0,LPM2,LPM1,LPM2,SOM,LPM2,LPM2,LPM1,LPM1
18208-5,5,bcFGTZ,st52,1154.0,None,d2,d2,1065,1154.0,-0.06892002,-0.053308334,G1,1,strLPM,IM,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
18209-5,5,bcBRSZ,st52,1037.0,None,d2,d2,1044,1037.0,0.11385518,-0.25296327,S,1,aNTB1,aNTB1,aNTB1,WD,aNTB1,aNTB1,strLPM,aNTB1
18210-5,5,bcFYON,st52,924.0,None,d2,d2,936,924.0,0.092589796,0.19684881,G2M,4,LPM2,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
18211-5,5,bcBNOW,st52,826.0,None,d2,d2,1012,826.0,0.28819847,-0.059032798,S,1,NOTO,IM,LPM1,pNTB,LPM1,LPM2,LPM1,LPM1
18213-5,5,bcDZNF,st52,717.0,None,d2,d2,928,717.0,-0.27429292,0.22356242,G2M,4,WD,LPM1,LPM1,SOM,SOM,SOM,LPM1,SOM
18214-5,5,bcBIFS,st52,638.0,None,d2,d2,946,638.0,-0.15596452,-0.23296599,G1,1,LPM1,IM,LPM1,LPM1,LPM1,pNTB,LPM1,LPM1
18319-5,5,bcBSIB,st52,3123.0,None,d2,d2,1512,3123.0,0.51466566,-0.014527516,S,1,pPSM,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
18320-5,5,bcGKHT,st52,1714.0,None,d2,d2,1056,1714.0,0.0015969207,0.32078573,G2M,0,pPSM,aPSM,SOM,SOM,BLD,pPSM,aPSM,aPSM
18321-5,5,bcGQNU,st52,1299.0,None,d2,d2,1110,1299.0,0.1668467,0.079875775,S,1,strLPM,IM,LPM1,strNTB,LPM1,IM,LPM1,LPM1
18322-5,5,bcBGKI,st52,1182.0,None,d2,d2,1104,1182.0,0.0846694,0.028239325,S,1,WD,SOM,SOM,pNTB,SOM,SOM,LPM1,SOM
18323-5,5,bcGITS,st52,1050.0,None,d2,d2,956,1050.0,-0.07186552,0.07873766,G2M,4,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
18324-5,5,bcANRX,st52,843.0,None,d2,d2,1005,843.0,0.05750333,0.09559508,G2M,13,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
18325-5,5,bcFCKY,st52,775.0,None,d2,d2,1031,775.0,-0.17784941,-0.04922235,G1,1,aNTB1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18326-5,5,bcBQWS,st52,777.0,None,d2,d2,961,777.0,-0.094258174,0.034228854,G2M,1,LPM2,LPM1,LPM2,WD,LPM2,ALNT,LPM1,LPM1
18433-5,5,bcBCEN,st52,2714.0,None,d2,d2,1320,2714.0,-0.0035646698,-0.00043744128,G1,1,EPID,LPM1,LPM1,strNTB,LPM1,SPP,LPM1,LPM1
18434-5,5,bcDYPA,st52,1932.0,None,d2,d2,1024,1932.0,0.0149282515,-0.24613571,S,4,EPID,LPM1,LPM1,strNTB,LPM2,EPID,LPM2,LPM1
18435-5,5,bcHYQS,st52,1406.0,None,d2,d2,1102,1406.0,-0.021855388,0.20671391,G2M,0,NC,IM,IM,SOM,SOM,NC,IM,NMP
18436-5,5,bcBMNV,st52,1097.0,None,d2,d2,1045,1097.0,-0.010839422,-0.14691734,G1,1,NOTO,LPM1,LPM1,LPM2,LPM1,SOM,LPM1,LPM1
18437-5,5,bcDVEK,st52,872.0,None,d2,d2,1004,872.0,0.25258806,0.27100992,G2M,1,ENDTH,IM,LPM1,SOM,LPM2,ENDTH,strLPM,strLPM
18438-5,5,bcHPQV,st52,763.0,None,d2,d2,1004,763.0,0.022427317,0.28319693,G2M,1,EPID,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
18439-5,5,bcHTFX,st52,839.0,None,d2,d2,1023,839.0,-0.1516824,0.67490137,G2M,0,EPID,LPM1,LPM1,strNTB,LPM1,pNTB,LPM1,LPM1
18440-5,5,bcEEHG,st52,775.0,None,d2,d2,987,775.0,-0.26163685,0.019297158,G2M,4,pPSM,pPSM,pPSM,SOM,pPSM,SOM,pPSM,pPSM
18441-5,5,bcIHZC,st52,658.0,None,d2,d2,973,658.0,-0.38767496,-0.2830738,G1,1,pPSM,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1,LPM1
18547-5,5,bcFBRD,st52,2780.0,None,d2,d2,1339,2780.0,0.19452345,-0.25035226,S,3,aNTB1,LPM1,LPM1,strNTB,LPM1,pPSM,LPM1,NMP
18548-5,5,bcEKAS,st52,1595.0,None,d2,d2,981,1595.0,0.2281234,0.15725134,S,4,LPM2,LPM1,LPM2,LPM2,LPM1,ALNT,LPM2,LPM1
18549-5,5,bcHXTU,st52,1537.0,None,d2,d2,951,1537.0,0.040235396,-0.1546,S,0,pNTB,pNTB,pNTB,SOM,pNTB,pNTB,LPM1,pNTB
18550-5,5,bcCZWH,st52,1088.0,None,d2,d2,1110,1088.0,0.45341787,-0.24108809,S,1,ENDTH,aNTB1,LPM1,SOM,LPM2,aNTB1,LPM1,NMP
18551-5,5,bcEVCS,st52,933.0,None,d2,d2,1026,933.0,0.1052034,-0.013742801,S,1,pPSM,IM,LPM1,SOM,LPM1,IM,LPM1,LPM1
18552-5,5,bcFGUA,st52,1070.0,None,d2,d2,986,1070.0,-0.17558621,-0.070573136,G1,4,aPSM,aPSM,aPSM,SOM,aPSM,aPSM,aPSM,aPSM
18553-5,5,bcEKTG,st52,708.0,None,d2,d2,982,708.0,-0.014978627,-0.25531113,G1,1,EPID,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18554-5,5,bcCGUI,st52,644.0,None,d2,d2,960,644.0,-0.10617484,-0.14081025,G1,1,pNTB,LPM1,pNTB,pNTB,pNTB,pNTB,LPM1,NMP
18661-5,5,bcHLVB,st52,2800.0,None,d2,d2,1277,2800.0,-0.045592353,-0.17583933,G1,2,aNTB1,aNTB1,pNTB,pNTB,aNTB1,aPSM,LPM1,aNTB1
18662-5,5,bcGZJO,st52,1996.0,None,d2,d2,1014,1996.0,0.1420115,-0.12410235,S,1,pPSM,LPM1,pNTB,WD,aNTB1,pNTB,LPM1,LPM1
18663-5,5,bcGAPA,st52,1398.0,None,d2,d2,1082,1398.0,-0.008392465,0.018157495,G2M,1,EPID,aPSM,SOM,SOM,SOM,ALNT,LPM2,aPSM
18664-5,5,bcABBW,st52,1000.0,None,d2,d2,1069,1000.0,-0.030015606,-0.07451043,G1,1,BLD,LPM1,pNTB,SOM,LPM2,strNTB,strNTB,NMP
18665-5,5,bcDYNZ,st52,1092.0,None,d2,d2,996,1092.0,0.015284608,-0.053942494,S,4,ENDTH,LPM1,LPM1,SOM,LPM1,aPSM,LPM1,LPM1
18666-5,5,bcGBBF,st52,821.0,None,d2,d2,952,821.0,-0.22527747,0.24529639,G2M,2,SOM,LPM1,SOM,SOM,SOM,SOM,LPM2,SOM
18667-5,5,bcFQDK,st52,765.0,None,d2,d2,1006,765.0,0.023377266,-0.18834868,S,1,LPM2,LPM1,LPM2,WD,LPM2,LPM2,LPM2,LPM1
18668-5,5,bcBKDH,st52,695.0,None,d2,d2,986,695.0,0.2762264,0.011886111,S,3,aNTB1,aNTB1,aNTB1,LPM1,aNTB1,aNTB1,aNTB1,aNTB1
18669-5,5,bcENOT,st52,669.0,None,d2,d2,975,669.0,-0.16452265,-0.12789236,G1,12,ALNT,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18775-5,5,bcEPAF,st52,2856.0,None,d2,d2,1350,2856.0,0.03803676,0.10570165,G2M,1,IM,IM,IM,LPM2,IM,IM,IM,IM
18776-5,5,bcCAUG,st52,1770.0,None,d2,d2,1033,1770.0,0.08986361,-0.068330154,S,9,NOTO,IM,IM,WD,IM,IM,IM,IM
18777-5,5,bcCBTA,st52,1290.0,None,d2,d2,1005,1290.0,-0.13643444,0.16395843,G2M,13,LPM1,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
18778-5,5,bcAITY,st52,1414.0,None,d2,d2,1051,1414.0,-0.121622175,-0.2910249,G1,4,BLD,LPM1,LPM1,SOM,pNTB,pNTB,LPM1,LPM1
18779-5,5,bcEUTY,st52,851.0,None,d2,d2,1038,851.0,0.17738774,-0.2790328,S,0,EPID,LPM1,LPM2,pNTB,LPM1,ALNT,LPM1,SOM
18780-5,5,bcHIYZ,st52,771.0,None,d2,d2,1022,771.0,-0.19365612,-0.10458176,G1,1,IM,IM,IM,WD,IM,IM,IM,IM
18781-5,5,bcHMPS,st52,635.0,None,d2,d2,1000,635.0,0.45595074,0.39925888,S,1,LPM1,LPM1,LPM1,LPM2,LPM1,LPM1,LPM1,LPM1
18782-5,5,bcCOVW,st52,731.0,None,d2,d2,925,731.0,-0.17847326,0.11269568,G2M,4,ALNT,LPM1,LPM2,SOM,LPM2,ALNT,LPM2,LPM2
18784-5,5,bcHXZE,st52,612.0,None,d2,d2,961,612.0,0.49552497,-0.10184465,S,11,LPM1,LPM1,LPM1,SOM,LPM1,LPM1,LPM1,LPM1
18889-5,5,bcAPJX,st52,2436.0,None,d2,d2,1291,2436.0,0.16667499,-0.13511008,S,1,EPID,LPM1,LPM2,pNTB,LPM2,LPM2,LPM2,LPM2
18890-5,5,bcENOS,st52,1771.0,None,d2,d2,1030,1771.0,0.006901172,-0.051642537,S,4,aNTB1,aNTB1,pNTB,strNTB,aNTB1,pNTB,LPM1,SOM
18891-5,5,bcHZYR,st52,1375.0,None,d2,d2,1104,1375.0,0.012578061,-0.2785474,S,12,pPSM,pPSM,aPSM,SOM,LPM2,NOTO,LPM2,aPSM
18892-5,5,bcBNMD,st52,1173.0,None,d2,d2,1068,1173.0,0.0057828724,-0.22291493,S,11,pNTB,pNTB,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18893-5,5,bcEAMB,st52,944.0,None,d2,d2,1064,944.0,0.05686005,0.12660682,G2M,1,strNTB,LPM1,LPM1,pNTB,LPM1,LPM1,LPM1,LPM1
18894-5,5,bcBLCM,st52,722.0,None,d2,d2,993,722.0,0.15725416,0.26788566,G2M,12,LPM1,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
18897-5,5,bcCMGT,st52,749.0,None,d2,d2,962,749.0,-0.119950175,-0.0037358468,G1,3,BLD,LPM1,LPM1,strNTB,LPM1,BLD,LPM1,strLPM
19003-5,5,bcHTPU,st52,2565.0,None,d2,d2,1264,2565.0,0.2713894,-0.085803546,S,3,pPSM,pPSM,LPM1,strNTB,aNTB1,aNTB1,LPM1,pPSM
19004-5,5,bcDZZM,st52,1774.0,None,d2,d2,1062,1774.0,-0.17968178,0.43740213,G2M,1,WD,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19005-5,5,bcCPQN,st52,1385.0,None,d2,d2,1129,1385.0,-0.26480153,0.30270243,G2M,4,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2,LPM2
19006-5,5,bcESPG,st52,1099.0,None,d2,d2,1000,1099.0,-0.20009187,-0.01553686,G1,4,ENDO,LPM1,LPM1,strNTB,SOM,aPSM,LPM1,LPM1
19007-5,5,bcIHFL,st52,955.0,None,d2,d2,1057,955.0,-0.1784513,-0.035033647,G1,3,NOTO,LPM1,pNTB,WD,LPM1,NOTO,LPM1,NMP
19009-5,5,bcFCWG,st52,779.0,None,d2,d2,1030,779.0,0.013315695,0.19807291,G2M,3,pPSM,LPM1,LPM1,WD,LPM1,LPM1,LPM1,LPM1
19010-5,5,bcEHQU,st52,690.0,None,d2,d2,986,690.0,0.046910346,-0.21023192,S,0,aPSM,LPM1,LPM1,SOM,LPM2,aPSM,LPM2,strLPM
19011-5,5,bcEPTA,st52,724.0,None,d2,d2,940,724.0,-0.21834436,-0.21636195,G1,8,EPID,LPM1,LPM1,strNTB,LPM1,LPM1,LPM1,LPM1
